,X,person,speech,syllables,wordsyl,wc
7246,7246,Ted Cruz,"And it costs, with dynamic scoring, less than a trillion dollars.",16,11,1.454545455
7435,7435,Ted Cruz,"You know, there was reference made to our leaders being stupid.",16,11,1.454545455
7783,7783,Marco Rubio,And I think that's a bad idea for the following reason.,16,11,1.454545455
8324,8324,Marco Rubio,And that's the Ohio Class submarine that needs to be modernized.,16,11,1.454545455
8473,8473,Marco Rubio,"I don't recall the Sun -- in fact, the Sun-Sentinel endorsed him.",16,11,1.454545455
8672,8672,Marco Rubio,"But itâ€™s in the following way, this is an important question.",16,11,1.454545455
8885,8885,Marco Rubio,So we can make America greater than it has ever been.,16,11,1.454545455
8969,8969,Ben Carson,Itâ€™s kind of ridiculous all the other things we talk about.,16,11,1.454545455
9017,9017,Ben Carson,But it is very different from what is going on today.,16,11,1.454545455
9333,9333,Ben Carson,"It's controlled by the Kurds, the Christians and the moderate Sunnis.",16,11,1.454545455
9428,9428,Ben Carson,Let's listen to them and let's not listen to our politicians.,16,11,1.454545455
9824,9824,Chris Christie,I donâ€™t think Senator Rubio is a skeptic of climate change.,16,11,1.454545455
10220,10220,Chris Christie,seventy five percent of $two trillion is a lot of money.,16,11,1.454545455
10509,10509,Chris Christie,He acted as if he was somehow disembodied from the bill.,16,11,1.454545455
10954,10954,Rand Paul,We've had times when the carbon in the atmosphere's been higher.,16,11,1.454545455
11075,11075,Rand Paul,Do we want someone like that to be negotiating with Iran?,16,11,1.454545455
11276,11276,Rand Paul,Do you borrow money from China to send it to anyone?,16,11,1.454545455
11300,11300,Jeb Bush,We had eight hurricanes and four tropical storms in sixteen months.,16,11,1.454545455
11417,11417,Jeb Bush,I totally agree that we need to give veterans more choices.,16,11,1.454545455
11728,11728,Jeb Bush,"And the problem today is there's no confidence in Washington, D.",16,11,1.454545455
11762,11762,Jeb Bush,"Serious times require strong leadership, that's what at stake right now.",16,11,1.454545455
11820,11820,Jeb Bush,You said on September thirtyth that ISIS was not a factor.,16,11,1.454545455
11912,11912,Jeb Bush,The new normal of two percent puts huge demands on government.,16,11,1.454545455
11992,11992,Jeb Bush,There are -- they are barrel bombing the innocents in that country.,16,11,1.454545455
12079,12079,Jeb Bush,Think about it: six and a half million people working part-time.,16,11,1.454545455
12499,12499,Jeb Bush,"Hereâ€™s my commitment to you, because I did it as Florida.",16,11,1.454545455
12754,12754,John Kasich,Because I've seen so many things get accomplished in my lifetime.,16,11,1.454545455
12764,12764,John Kasich,"But in addition to that, we have to have fiscal discipline.",16,11,1.454545455
12852,12852,John Kasich,And I'll allow putting that tariff or whatever he's saying here|,16,11,1.454545455
13296,13296,John Kasich,This is the fantasy that I talked about in the beginning.,16,11,1.454545455
13365,13365,John Kasich,"And, sending mixed signals to kids about drugs is a disaster.",16,11,1.454545455
13629,13629,Martin O'Malley,Prior to President Obama's good work - and he's done great work.,16,11,1.454545455
13950,13950,Martin O'Malley,this is a clear and present danger in our politics within.,16,11,1.454545455
14035,14035,Martin O'Malley,"We were proud of them on graduation day, weren't we, Katie?",16,11,1.454545455
14425,14425,Martin O'Malley,And we are still just as vulnerable Paul Volcker says today.,16,11,1.454545455
398,398,Donald Trump,"I am the only person on this dais â€” the only person â€” that fought very, very hard against us, and I wasnâ€™t a sitting politician going into Iraq, because I said going into Iraq â€” that was in two thousand three, you can check it out, check out â€” Iâ€™ll give you twenty five different stories.",77,53,1.452830189
13046,13046,John Kasich,"And let me make it clear â€” let me make it clear if we think â€” if we think theyâ€™re getting close to a â€” to developing a nuclear weapon and we get that information, you better believe that I would do everything in my power as the commander-in-chief to stop them having a nuclear weapon.",77,53,1.452830189
14475,14475,Martin O'Malley,"Look, the genius of our nation is that we find ways in every generation to include more of our people more fully in the economic life of our country, and we need to do that for our families, and especially so that women arenâ€™t penalized in having to drop out of the workforce.",77,53,1.452830189
2898,2898,Hillary Clinton,"But we do have special forces, we do have trainers, we do have the military personnel who are helping with the airstrikes that the United States is leading so that we can try to take out ISIS infrastructure, take out their leadership.",61,42,1.452380952
8584,8584,Marco Rubio,"So, we're talking about -- we're talking about reform for people like me and people like Senator Cruz, as he talked about earlier, who are years away from retirement that have a way to plan for these changes, and way that's very reasonable.",61,42,1.452380952
9436,9436,Ben Carson,"But you know, the -- the -- the fact of the matter is -- you know, if we fix the taxation system, make it absolutely fair, and get rid of the incredible regulations -- because every regulation is a tax, it's a -- on goods and services.",61,42,1.452380952
13284,13284,John Kasich,"In addition to that, once we have the power and the money and the influence with programs we shift out, that each of us have a responsibility to reach out and to rebuild our families, make them stronger, and connect our neighborhoods.",61,42,1.452380952
1738,1738,Hillary Clinton,The economy does better when you have a Democrat in the White House and thatâ€™s why we need to have a Democrat in the White House in January two thousand seventeen.,45,31,1.451612903
3709,3709,Hillary Clinton,"I said today in Dover, you know, I don't think all of the Republican candidates are so ill-informed about climate change that they say they don't know because they're not scientists.",45,31,1.451612903
6024,6024,Bernie Sanders,"So what we are trying to do -- and I would tell you, Anderson, with some success -- is bring working people and young people and lower income people into the political process.",45,31,1.451612903
6652,6652,Ted Cruz,"And I'll tell you, Bret, I think that's a much more attractive vision for healthcare than the Washington-drive, top- down Obamacare that is causing so many millions of people to hurt.",45,31,1.451612903
7501,7501,Marco Rubio,"This country already has a debt problem, we don't need to add to it by electing someone who has experience at running up and destroying the credit rating of his state.",45,31,1.451612903
8689,8689,Marco Rubio,"Well, you should ask him questions in detail about the foreign policy issues our president will confront, because you had better be able to lead our country on the first day.",45,31,1.451612903
9988,9988,Chris Christie,"Think about the effect that, that's going to have on those children when they go back to school tomorrow wondering filled with anxiety to whether they're really going to be safe.",45,31,1.451612903
